,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10,0.94918699,0.98677304,1.0014894,1.0990991,0.9798509,0.99,0.98289269,0.9877136,0.97054723,0.92655367,0.9768948,0.98279272,1.0023963,0.98977087,0.97561701,0.9797224,0.97317365,1.0305564,0.9793578,0.97262524,0.9744,1.0271443,1.0071876,0.95759518,0.98671899,1.0425598,0.99469112,1.0037908,0.9895909,0.96872382
11,1.0266136,0.97340426,1.001912,0.9857377,0.92535472,1.0066739,1.0063291,0.98841864,1.0055665,1.0670732,0.99784985,0.98369893,0.99080544,0.972716,1.0210302,0.98206973,1.0061531,0.96503497,1.0199532,1.0115395,0.99249355,0.97582022,1.0200276,1.034442,0.95227898,0.99463647,0.9984231,1.0103223,1.0305773,1.0305564
12,1.011323,1.0205464,0.98282443,1.0071512,1.0333333,0.97545243,1.0159198,1.0044843,1.0267857,1.0228571,1.0213683,1.0087971,1.0185598,1.0174246,0.98149254,0.98647583,1.0183464,0.99449275,1.019471,1.0121035,0.99409123,1.0046057,0.99164974,1.0156012,0.96370061,1.0599161,0.96658972,1.0194368,0.99833848,1.0226573
13,1.0182675,0.99186121,0.97691478,1.0392999,0.99462366,0.98163115,1.0301799,1.0072005,0.99895652,1.0069274,1.0207454,0.96085987,1.0169461,0.98955723,0.9370438,1.0377014,1.0134518,1.0201108,0.96513514,1.0034364,0.9957204,1.0126536,1.0127447,1.002248,1.0166667,1.0245902,0.99220714,0.99780005,0.9957204,0.99152079
14,1.025463,0.99201036,1.0132509,0.98204639,1.0028108,1.0198353,0.99643192,1.0,1.0315111,1.0208611,1.0098174,1.0,0.99104103,0.99852258,0.95942876,0.989651,1.0265466,0.984,1.0221227,1.0350685,1.0028653,1.002807,1.0069663,1.0093458,0.98557377,0.95172414,1.0372435,1.0105341,0.99832856,1.038069
15,0.9751693,0.97148455,1.0019616,1.0354312,1.0053903,0.98623853,1.0212966,0.9901344,0.97991561,0.97282609,0.98823128,0.98543689,0.99783041,0.98161065,0.98105548,0.97374569,0.99861464,1.0,0.98,0.96784013,0.9747619,1.0310609,0.97768355,0.99314815,0.9916833,1.04,1.0045188,0.98181818,0.99712987,0.9766144
16,0.984375,0.99439839,0.99630194,1.0078125,1.0210165,1.0093023,1.0171618,0.96534296,0.9724423,1.0167598,0.98584743,1.0259156,1.0183004,0.98621878,1.017931,1.0214784,0.99653179,1.0888502,0.99981362,1.0064269,1.0012213,1.0069183,1.0136955,1.0106284,1.0338812,1.0328874,0.97641337,0.99012346,1.010794,1.0157823
17,1.0411523,1.0421361,1.0,0.98263566,1.0063012,1.0248848,1.0156023,1.0635752,0.99450939,1.010989,1.0138305,1.0004175,1.0,1.0342795,0.99762873,1.0541326,1.0301624,1.0066667,1.0383074,1.0111413,1.0548914,1.0141764,1.0112587,0.99206642,1.0025957,0.998381,1.0085917,1.0221945,1.0227812,1.03161
18,1.0372671,0.99416216,1.0168122,0.96339539,0.9830933,0.96582734,0.98231511,1.0104079,1.0418522,1.0478261,1.0015541,1.0089733,0.99590747,0.99746675,0.99660441,0.95575597,0.99594595,0.97509934,0.9932675,1.0075249,1.0108696,0.96046651,0.97973725,1.0563511,0.98543689,1.0,1.0145679,1.0265919,1.012065,1.0036354
19,1.034295,1.0054371,1.007945,1.0216181,1.0082803,1.0121043,1.0156392,1.0293708,0.96615385,1.0093361,0.99034483,1.0455016,1.0025013,1.0103704,0.9890971,1.0196492,1.0024876,1.0,1.0081338,0.98893038,0.98947609,1.0183036,1.0406818,0.9806338,1.0344828,1.0218919,1.0279873,0.99215779,1.0016048,1.0051746
20,0.98815789,1.0010815,1.0129953,0.97483168,1.0130554,1.0303588,0.97833483,0.9974307,1.0058386,0.96382323,1.0052228,0.9851632,0.98841561,0.99916213,1.0137788,0.9557975,0.99864651,0.97120348,0.97471986,0.99743763,0.97687861,0.96685664,0.99170124,0.98312388,0.97619048,0.94393018,0.99396307,0.99401198,0.98374914,0.99150579
21,0.98215712,1.0339239,0.98780231,1.0185825,1.0062357,1.0225,0.99926794,1.0079989,1.0189974,0.99402858,1.0252858,0.99799197,1.0151461,1.0360587,0.99762147,1.0308691,0.98870567,0.98601399,1.009565,1.003245,1.0352663,1.0176839,1.0233429,0.98319942,0.9895935,0.97198095,1.0060736,1.0216867,1.0428106,1.0124611
22,1.0097614,0.99477534,0.99446455,1.0100097,0.97066722,1.0150192,0.95750916,0.99690652,0.97928534,0.97940356,1.0037162,1.001006,0.97921847,0.9965601,1.0228202,0.9879558,0.99428833,1.0425532,1.0172178,1.0021563,0.99154092,1.0175548,0.99332903,0.98811293,1.0387775,1.0216201,0.99857955,0.99457547,0.99821508,0.98051282
23,0.98818475,0.98634454,1.0158424,1.0340473,0.9868057,0.96610461,1.0009564,1.014436,1.0126917,1.0028478,1.009761,0.97788945,0.98603301,0.9857868,0.97469197,0.97852589,1.002068,0.97959184,1.0019703,0.99865519,0.99123818,1.0238199,0.9965338,1.0274436,0.98070231,0.98589165,0.97024656,1.0002371,1.0138578,0.99084728
24,1.0054348,1.0040469,0.99726027,0.96228165,1.0157429,0.98539626,0.98757883,0.9961431,1.0010444,0.96089996,1.0101667,0.99116136,0.99521707,1.0047374,1.0023915,0.98285518,0.99013988,0.96694444,1.0015195,1.0100996,0.98278669,0.97596442,1.0204348,0.956824,1.0364516,0.99112765,1.0136836,1.0016596,0.99338624,0.97413566
25,1.0027027,0.96860416,1.0035926,0.94987952,0.9985138,0.98409543,1.0052245,1.0012016,0.99704399,1.0100023,0.9922455,0.96578183,0.99907579,0.96760968,1.0143149,0.96511222,0.9958314,0.96236714,0.98759482,0.9982669,0.99384615,0.98159509,1.022582,0.96367113,0.99439776,0.96736933,0.99698686,1.0160947,0.99400799,0.99160119
26,0.98355795,1.0405169,1.032849,0.99357348,1.0229641,1.0128558,1.0115496,1.0014669,1.0301709,1.0292595,1.011307,1.0257677,1.0259019,1.0394068,1.0023522,1.0315701,1.0030233,0.9719403,1.0164468,1.0016026,1.0107168,1.0258929,0.99895833,1.0605159,1.0175274,1.0316418,1.0031431,0.99883531,1.0091538,1.0163934
27,0.97835023,0.99263313,0.98776758,0.99046809,0.97235502,1.0077969,0.97316841,0.99267643,1.027933,1.0126831,0.98585991,1.0144442,0.98449053,0.99266205,1.005699,0.98598295,1.0030141,1.0193489,1.0147582,1.032,1.0094251,0.9899913,0.99270073,1.0121609,0.96893264,0.93865741,0.97312605,0.98880597,1.0106195,0.99758065
28,0.99411765,0.98091603,0.9872033,1.0032652,0.99700727,0.97984887,1.0009777,0.98846412,0.99785903,0.98725977,0.99232822,0.96987206,0.98278073,0.9788501,0.975,0.96801327,0.99214055,1.0358542,0.97222709,0.99483204,0.99183007,1.0118681,0.96701681,0.97966728,0.98888889,1.0520962,0.98613003,0.98985849,0.99518389,0.97278362
29,1.0250775,1.0371812,0.98473761,1.0073655,1.004717,1.0143224,0.99843719,1.002307,0.99273808,0.97572178,0.9810084,1.0,1.0078285,1.0174114,1.0283761,1.0175009,1.027959,1.0561373,1.0340633,1.025974,1.034361,1.014596,0.999131,0.98113208,1.0404494,1.0492236,0.98078614,0.98284489,0.98658161,1.0498615
30,0.96206707,0.97957482,1.0036093,0.97449413,1.0076825,0.97972484,1.0172178,1.0132683,0.99733998,0.96390944,1.0169608,1.0153191,0.99870538,0.99402062,1.0046543,0.97967284,0.98980054,0.91242082,0.98666667,0.99050633,0.98293515,0.98475766,1.0117417,1.0069231,0.98765813,0.96006702,0.98962868,1.0184242,0.97770346,0.96992084
31,1.0057143,1.0146809,1.0158663,0.97504798,0.97373994,0.98946785,0.96076168,1.0116248,1.0310052,1.0253488,0.98500674,1.0220034,0.94814815,1.0205352,1.0072799,0.95616943,0.95717884,0.92061576,1.0054761,1.0063898,0.98726852,0.96956522,1.0300881,1.0198625,0.9731334,0.91448517,1.0078924,0.99738158,0.97947548,1.0054407
32,0.975,0.99182218,1.0091628,1.0066213,0.95628534,0.97964519,0.94794795,1.014397,0.97332255,0.92878204,0.9392851,0.9739594,0.94335937,0.98922764,0.97503285,0.98356446,0.97990431,0.98360656,0.97733661,1.0046984,0.99484174,0.96421525,1.0027123,0.94026217,1.011557,0.97805344,1.0103979,0.99665871,0.97764843,0.96861472
33,1.0300117,0.99577167,0.99587288,0.98115556,1.0120537,0.99351887,1.0200634,0.99088542,1.0179402,0.97680098,0.96485798,1.0301053,1.0062112,0.99034313,1.0128032,1.0451697,0.9934082,0.99166667,0.99092216,0.99153185,1.0202687,1.012929,0.99895963,0.98984266,0.98381466,0.97560976,0.98716809,1.0083812,1.0304834,1.0092179
34,0.98132956,0.98046709,0.98943224,1.028266,1.0089888,1.017076,0.97412008,0.98593955,1.0053851,1.00025,0.98131723,1.0161455,0.99176955,0.97510373,1.001996,0.98263802,0.98525436,1.0084034,1.0013605,0.98470363,0.97089397,0.95500459,0.9793793,1.01167,0.97741935,0.998,0.99202059,0.99145096,1.0268084,0.99169665
35,1.037763,1.0389779,1.0027225,1.0495154,1.0066815,1.0479155,1.031881,0.94775423,1.0186658,1.0934766,1.0090385,1.0116653,1.0435685,1.0357447,0.99203187,1.0424558,1.0384136,1.0,1.0086051,1.015534,1.0592434,1.0125,0.98894088,1.015712,1.0363036,0.98530394,1.0291905,1.0035928,1.0344362,1.0382361
36,1.0069444,1.0004168,1.0020886,0.99697784,1.0053097,0.98289829,0.98043254,0.99423428,1.0149777,1.0194286,0.9910425,1.0055666,0.99005964,0.98911257,1.0056894,1.0490184,1.0206582,0.952,1.0148181,1.0152964,0.99326146,0.97426401,1.0378495,0.99843352,0.97929936,0.98305085,1.0073112,0.98210024,0.99825936,1.0075269
37,0.98648276,0.96875,1.014381,0.99360054,0.96566901,0.97655678,0.9802521,0.99717115,0.97645212,0.9529148,1.0198077,0.9430605,0.9875502,0.97050883,0.97836938,1.0039521,0.9790539,1.0087535,0.99778761,0.97815443,0.98801447,0.97377912,0.99834231,0.98234948,1.0065041,0.98482759,1.0036291,0.98493317,0.98081953,1.0048026
38,1.0201342,0.98731183,1.0178755,1.0061017,0.97994531,1.0123781,0.9882126,0.97375887,0.95900322,0.97647059,0.99377711,0.95387841,0.98922326,0.98544832,0.99353741,0.95773996,1.0096154,1.0065949,0.97206208,1.0012835,1.0011444,1.0615616,1.0076795,0.96506289,0.98029079,1.019958,0.99438903,1.0041944,0.996,0.99707913
39,1.0142544,0.97081246,1.0008074,0.95502022,1.0174419,1.0059281,0.99327695,1.0145666,1.007544,1.0012048,0.9971537,1.0235165,0.98663926,0.97263844,0.98767545,1.0168037,1.0161905,1.0172414,1.0157847,1.0005128,1.0224051,0.96463932,1.0236869,1.0119983,0.98846407,1.0061792,1.0050157,1.0223587,0.98125837,1.0386152
40,1.0291892,1.0114427,0.9931424,1.0132298,0.98948571,1.0198895,1.0209607,1.0073223,1.0301165,0.99711191,0.95528069,0.97509126,1.0052083,1.0192007,0.98994801,1.0518369,1.0386598,1.0298305,1.0078146,1.0262652,1.036449,1.0255132,0.99255533,0.98875715,0.98466155,1.0365063,0.9922645,1.0076905,1.007276,1.03
41,0.99763655,1.0075421,0.9829407,1.0348189,0.99306999,0.99295775,1.025663,0.98417902,1.0035535,0.9983104,0.99203187,1.0132129,1.0078756,1.0131435,1.0101541,1.0258845,1.0040605,1.0576037,1.0004456,1.0033708,0.99309601,1.0103899,0.98986418,1.0243953,1.0067728,1.0368664,0.97384635,0.99689959,1.0022573,0.98556136
42,1.0342195,1.0123294,0.97933884,1.0210296,1.0281461,1.0274595,1.0477481,0.9923244,1.0317077,1.0565764,1.0126506,0.95566181,1.0374255,1.004973,0.98440208,0.98677832,1.0514491,1.0056022,1.0060579,1.016424,1.0384532,1.0146226,1.0247798,1.0232089,1.008409,1.0457143,0.96061975,1.0074163,1.0245495,1.0247537
43,0.99261899,0.99760766,1.0324895,0.97627286,1.0052036,1.0345133,0.999801,1.0361938,1.0101404,1.023341,1.0192346,1.0338867,1.0059465,0.99677281,1.0316901,0.98950424,1.0211538,0.97895388,1.0377225,1.0047741,1.0041841,0.98995816,1.0161871,1.0187377,0.99566378,1.0094111,1.0052419,1.0194728,1.0138492,1.0086271
44,0.94871795,0.95509047,0.98794442,0.95679325,0.96173756,1.0085543,0.97432325,0.97380282,1.011583,0.99552773,1.0019455,0.98988121,0.96807882,0.94927693,0.98805461,1.0004514,0.98012136,0.95637053,0.99334414,0.99537037,0.98125,0.93256316,1.0176991,0.98315586,0.99564489,0.88541353,1.0120337,1.0016306,0.97398092,0.97702835
45,0.9727027,0.90390322,0.9820062,0.91621097,0.94547157,0.96607294,0.92931563,0.98712757,0.93129771,0.94474394,0.97281553,0.99755556,0.95868105,0.91859936,0.96925734,0.96018498,0.95986336,0.9877686,0.96039859,0.95960832,0.9656051,0.96172827,0.95845411,0.9513588,0.9256393,0.94259511,0.97965385,0.97395349,0.98219056,0.94772386
46,1.0294526,1.0689394,0.9915754,1.0433192,1.0304455,0.99104478,1.0419872,0.99838828,0.99295082,1.0152164,0.97305389,1.0008911,1.0273885,1.045297,0.99073414,1.0294843,1.0242438,1.0562249,0.96332737,1.0108418,0.99736148,1.0303697,0.99798387,1.0101428,1.0185387,1.0587387,0.98354686,0.99450812,0.99637353,0.9854843
47,0.95951417,0.96928892,0.9904418,0.99649382,0.92433341,0.97448618,0.92299578,0.97739947,0.95789995,0.97470726,0.97784615,0.9372357,0.92787766,0.96258584,0.99100719,0.96063441,0.97263844,0.98035488,0.99823584,0.94637224,0.96362434,0.96513873,0.97050505,0.96721311,0.96680942,0.98910824,0.98628822,0.99207683,0.95723385,0.94938404
48,1.0061885,1.0012186,1.0010723,0.99425926,1.0343035,0.99272727,1.0345143,0.97507508,0.96690796,1.0379625,0.99958045,1.0168606,1.0334076,0.99655597,0.98874773,1.0414539,1.0046885,0.99191984,1.0160915,1.01,0.98375658,1.0063184,0.98376353,1.0137712,1.0335917,0.98072953,1.0294731,1.0038722,1.0268536,0.98504937
49,0.97819402,0.98709834,0.98543273,1.0162041,0.95929648,1.0027473,0.9849757,0.99630428,0.95811052,0.97824074,1.0209864,0.98411957,0.98060345,0.97506788,0.97283407,0.98072536,0.99111111,0.91430433,0.97043208,0.9429703,0.98465116,0.94286312,1.018832,0.98077325,0.98285714,0.97824561,0.96488859,0.98481196,0.97570007,1.0257732
50,1.0268648,1.0135635,0.99956522,0.99541789,1.0151912,1.0281279,1.012786,1.0185471,1.0422326,1.0056791,0.99486125,1.021832,1.0175824,1.0265823,0.9954717,1.0196534,1.0121076,1.0869565,1.0185832,1.0226795,1.0307038,1.0277469,0.97923157,1.0095887,1.0178052,0.97058824,1.0086774,0.99461444,1.0104364,1.0122836
51,1.0097412,0.97445255,0.98738582,0.97017124,0.96155831,0.98045834,0.94330011,1.0,0.98179222,0.98705882,0.97995868,0.94983744,0.95680346,0.972873,0.97687642,0.95711679,0.97186531,0.95901639,0.97462493,0.98329911,0.99679193,0.95356371,0.95249205,1.010553,0.96072831,0.91019956,0.97474677,0.99261629,0.97323944,1.0303365
52,0.95479603,0.97378277,0.96079295,0.95008541,0.93882479,0.9697409,0.94388354,0.95902883,0.97909091,0.98927294,0.95403753,0.9809291,0.9537246,0.95741445,0.99534342,0.99868923,0.96147709,0.99794872,0.98470163,0.97062509,0.98482759,1.0088335,0.98641728,1.0089808,1.0174656,1.0377588,0.96740214,0.98958592,0.98914616,0.95101713
53,0.96247113,0.96666667,1.0064191,1.0787056,0.99171192,0.97720478,0.96791045,0.99287975,0.96564531,0.98216867,1.0103867,1.0097208,0.96094675,0.95128409,0.97894737,0.97804558,0.98079659,1.0578965,0.98243752,0.96600688,0.95658263,1.0002245,0.96839729,0.97102049,0.98502557,1.122457,1.0257504,0.97344024,0.99024628,0.96144104
54,1.0083983,1.0607427,1.0047836,1.0474074,1.0605187,0.99674952,1.0719609,0.95936255,1.0192308,0.9732581,0.9951881,1.0333251,1.0554187,1.0562204,0.99561928,0.97669879,1.0096688,1.0080959,0.99941067,0.99480327,1.0012201,1.0494949,1.011655,1.0140695,1.0315165,1.0041826,0.98952804,0.98970399,1.0017237,0.9970726
55,1.0113028,1.0060015,0.96780775,0.99115983,1.0266304,1.0308843,1.00959,1.0036545,1.0460377,1.0423494,0.98681319,0.98542762,1.0315053,1.0355731,1.012,1.0562078,1.0280105,1.0160617,1.0224079,1.0710448,1.0229101,1.0202117,1.0426267,1.042674,1.0035945,0.98264491,1.0362424,1.0176853,1.0009833,1.0466823
56,1.0532353,1.0417599,0.97516983,1.0390653,1.0494971,0.98734648,1.0296842,1.0291294,0.995671,1.0510278,1.0380846,1.0642424,1.050905,1.0531807,1.0011858,1.018685,1.0433163,1.0196016,1.0132654,1.0376254,1.0114367,1.0429769,1.0437569,1.0139113,1.0458453,1.0377958,1.0297985,1.0304114,0.98821218,1.0232819
57,0.97877688,0.99141016,1.0362719,0.95381974,0.98385876,0.97097625,0.98131919,0.99823094,0.99637681,0.99470778,0.98583995,0.96104784,0.97093649,0.98091326,0.99802606,0.96203854,1.015625,0.93984496,0.99449768,0.98307816,0.97738516,0.94884422,0.98263815,0.98747266,0.97123288,0.91695031,1.0209211,0.97544643,0.98906561,0.99287281
58,1.0,0.99638989,1.0243394,0.99676026,0.99871828,1.0110637,1.0105758,0.98678911,1.0172727,0.98681471,0.96887922,1.030576,0.99113082,0.99630542,1.0478639,1.0126704,0.98065934,1.0105576,0.98063531,1.0184426,1.0053025,1.006673,1.0090498,1.0193315,0.99083216,0.98589458,0.98735862,0.99542334,1.0271357,0.96935395
59,1.0256776,1.0111111,0.9898167,0.98754063,1.0600616,0.99539259,1.044186,1.0220408,0.99571046,1.0103141,1.0143756,1.0264489,1.006264,1.0086527,1.002265,0.95305052,0.99462125,1.0202416,1.0107004,0.98323273,0.97578518,1.0119949,1.0132394,0.9976294,1.0177936,0.99058735,1.0229111,1.0344828,0.97578278,1.0276275
60,0.9821975,0.99856665,0.99817101,1.0204791,0.96150121,1.0034716,0.99331849,0.98402556,0.98761443,0.98723898,1.015279,0.98050639,1.0160071,0.99215686,1.0033898,0.98974744,1.001352,0.92416,0.98219442,1.0013643,1.0063882,0.9841963,0.97344573,1.0027723,0.97797203,0.98061574,0.97826087,0.98271605,0.99749311,0.96674058
61,0.97564429,0.9492823,0.98625744,0.95645942,0.95668597,0.97885835,0.93273543,0.99188312,0.99254816,1.0011751,0.9740458,0.98537477,0.95623632,0.94491107,0.96809309,0.95060637,0.94869487,0.94806094,0.97902989,0.96498638,0.98266602,0.95489119,0.96362849,0.97136651,0.96889524,0.96899225,0.98060606,0.97864322,0.96431264,0.97448394
62,1.0319303,0.99798387,1.0092894,0.9730236,0.95288234,1.021991,0.97331731,0.99623568,1.0003662,0.99295775,1.0132109,1.0199443,0.9771167,0.99843137,1.0116324,0.99946844,1.0329696,1.0021914,0.98708838,1.0080474,1.0303106,1.0178117,1.0249382,1.0138239,1.0,0.9052,1.0229364,1.0102696,0.99947876,1.0135334
63,1.0548523,1.0631313,1.0225495,1.0926069,1.0582873,1.026513,1.0496419,1.0111713,1.0399048,1.0392435,1.001105,1.0104593,1.0538642,1.0644148,0.9965504,1.0733945,1.0512055,1.1206268,1.0467451,1.052521,1.048951,1.0675,1.0133713,1.0134349,1.0361624,1.1325674,1.0174544,1.0284625,1.0505867,1.0319303
64,0.97066667,0.97790974,1.0171017,0.99013216,0.95823545,0.98409133,0.95035294,1.0021121,0.9853899,0.99590537,0.99337748,0.97434743,0.95,0.97170972,1.0096154,0.95354887,0.97313237,0.93495935,0.98808486,0.98176979,0.97977011,0.99735261,1.0112481,1.0138504,1.0146011,0.92196645,1.0084455,1.0143316,0.97964756,0.97046414
65,1.0302198,1.0201603,1.009292,1.0170849,1.011441,1.0167364,1.0007428,0.97827497,1.0158985,0.96368205,0.97555556,1.0011547,1.0018713,1.0025316,1.0167619,1.0145492,1.0096521,0.99130435,1.0252941,1.0154513,1.0197091,0.98009188,1.0053476,0.98165496,1.003861,0.98180279,1.0206752,1.0051157,1.0278693,1.0144928
66,1.0466667,1.0435714,1.0087681,1.0442695,1.0280097,1.010101,1.0712519,0.97282068,1.0518727,1.0194359,0.99430524,0.9916955,1.0600047,1.0691919,1.0116148,1.0443022,1.0160071,1.0459649,1.0381526,0.99572878,1.0497009,1.0317708,1.0121277,1.0107356,1.0227273,1.0676724,1.005,1.017935,1.0542273,1.0574286
67,0.99388535,0.98722336,0.98696219,1.0060322,1.0073356,0.98518519,1.0332564,1.00477,0.98829823,0.96489189,1.0109966,0.95836241,1.0207048,0.98252244,0.99,0.99950956,0.98774617,1.0147601,0.98378926,0.97654155,0.98750548,0.98364462,0.96153038,0.98800157,0.97880342,1.1110214,0.98418166,0.97547619,1.0009352,0.98865172
68,0.99948731,1.0330483,1.001321,1.0356429,1.0192458,0.9981203,1.0140814,0.99694812,1.0233424,1.0036145,1.0099705,0.99951456,1.0207164,1.0444712,1.0059858,1.0031894,1.0414267,1.0102479,1.0086134,1.0347289,1.0133185,0.98737555,1.0032794,0.98944854,1.0160671,1.0218023,1.0304601,1.0007322,0.99229152,0.99699371
69,1.0002565,0.99888143,1.0180299,0.97764555,0.98315897,0.99811676,1.0028653,1.0059524,0.98760331,0.99639856,1.0188468,1.0196697,0.99260042,0.99539701,1.0122722,1.0147958,0.99446926,0.97971204,1.0255268,0.99880605,0.99430449,1.0057173,1.0146001,0.98692153,1.0024063,0.93527738,0.99496855,1.0312195,1.0240113,1.015625
70,0.97897436,1.0181411,1.0200864,1.0113506,1.0116792,1.0118868,0.99714286,0.9704142,1.0142259,1.0098795,1.0063863,1.0281019,1.0206603,1.0254335,0.99816312,0.98867333,0.97860963,0.97695391,0.98569877,1.0041174,0.99537343,1.030491,1.0268471,1.0038736,1.0288066,0.99011407,1.0221239,1.0018921,0.97701149,1.0013495
71,1.0371922,1.0534536,0.99470675,1.0642485,1.0923551,1.0591087,1.0822129,1.0005226,1.0115512,1.0882844,1.0229759,0.96687514,1.0444491,1.059752,1.0117777,1.0068251,1.0590164,1.0899145,1.0651974,1.0330688,1.0265604,1.0682046,0.9795022,1.0708773,1.0633333,1.2012289,0.9808287,1.0049575,1.0247059,1.0460916
72,0.9959596,1.0129463,0.98829289,1.03989,1.0089244,0.99806338,0.99389002,1.0266411,0.98907015,1.0103048,1.0160428,0.99065644,1.004995,1.012766,0.99927246,1.054957,0.98410733,1.0194479,1.0043103,0.98975672,0.99051315,1.0748357,0.99295324,0.99563816,0.99937304,1.0386829,0.98701135,0.99201315,1.0149254,0.9917547
73,1.023073,0.99154813,0.99203101,1.0141093,0.9660149,1.000882,0.9795082,0.98371777,1.017648,1.0028212,0.98947368,0.96735187,0.98250497,0.99201681,0.98616673,0.98749283,1.0041946,0.97507692,0.96566524,0.99262613,0.98040923,1.0031449,1.0141935,0.98495238,0.98368883,0.99815328,0.9404625,1.0085247,0.97511312,0.97895557
74,1.0017348,0.98128898,0.99761181,0.98913043,0.97614458,0.98660557,0.98953975,1.0008621,0.97471637,0.99956719,1.0095745,0.98125,0.98118171,0.9832698,0.99520118,0.95898211,1.0077277,0.97633323,1.0337778,0.99908771,0.97979574,0.97535487,1.0167515,1.0063817,0.95758929,0.93493679,1.0086945,1.0331064,1.0044084,1.0095541
75,0.9886195,0.97436441,1.0067465,0.98974359,1.0059245,0.99160414,1.0021142,0.97571059,1.0109744,0.97466984,0.99873551,1.011465,1.0043308,0.97760069,0.99554896,1.0064219,1.0010363,0.94957983,0.99836629,0.99791286,1.0151824,1.0059821,1.0,0.96272098,0.95171495,0.96108179,0.98936027,0.99431818,0.98313698,0.98264984
76,1.0132633,1.0395738,1.0159965,1.0316802,1.008589,0.9996397,1.0016878,1.0162429,0.99243421,1.0222124,1.0170922,1.0274559,1.0123203,1.0467063,1.0059613,0.98507103,1.0351967,0.99353302,1.0079235,0.99934641,0.99464286,1.0193485,1.0573514,1.0113772,1.0780266,0.99622512,1.019058,1.0182857,1.0218515,1.0096308
