,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
17,1.0114728,0.99496913,0.98923323,1.0263974,1.0203577,1.0,1.0,0.99438006,1.0122433,1.0021254,0.98422713,1.0139078,1.0072389,1.0097466,1.030303,1.0040872,1.0068376,0.98261264,1.015444,1.0120069,1.0162338,1.0167364,1.0106732,0.99130435,0.99724771
18,1.0048622,1.006319,0.99066876,0.97633909,1.0038385,0.98878032,1.0009361,0.99717542,1.0057278,0.99575822,1.0048077,0.98780488,0.9835729,1.0,0.98921412,1.0047501,0.98981324,1.011376,1.0082413,0.97966102,0.99361022,1.0164609,0.97156783,0.97660819,0.99540018
19,1.013711,1.0381266,1.0251177,1.0200194,1.0107046,1.0517031,1.0280112,1.016998,1.0183554,1.0031949,1.0143541,1.0254617,1.026096,1.0299228,1.0138815,1.003375,1.0240137,1.08,1.0515378,1.0103806,1.011254,1.0506073,1.0117057,0.99850539,1.025878
20,0.98727255,1.0064568,1.029094,1.0051669,0.99924115,1.0215822,1.0099894,1.0128131,0.98819044,0.98726115,1.0227987,1.0391272,1.0162767,1.0121837,0.98533262,1.0067295,1.0301508,0.9918963,1.0143455,0.9640411,0.99920636,0.97591522,1.0041322,0.98500753,0.99099099
21,0.9911349,1.0060151,1.0238095,1.012333,0.98561815,0.99882444,0.98920863,0.9950495,0.98930918,0.98924731,0.98847041,1.0144823,1.008008,0.99351852,1.0248,0.98663102,1.001626,0.9883351,1.014731,1.0071048,0.99920318,0.98025666,1.000823,1.0030441,0.99454545
22,0.99756098,0.99123031,0.99564186,1.0060914,0.98002949,0.9964767,1.0018182,1.0011045,1.0127145,0.98478261,0.99066874,0.98786694,1.0099305,1.0074557,0.99710048,0.98644986,0.99675325,0.96812096,0.99419465,0.99470899,0.98009682,0.98288016,1.0148026,1.0197244,0.97531993
23,1.0130386,1.017288,1.0058394,1.0010075,1.0141066,0.9988189,1.0127042,1.0060754,0.98430535,1.00883,1.0298273,1.0121017,1.0196657,0.99444958,1.0242702,1.0,1.0114007,1.052441,1.0175252,1.0035461,1.0097482,1.022541,1.0072934,1.0059524,1.0009372
24,0.99195622,0.99407051,0.9869353,1.0,0.99845688,1.0035437,0.9874552,0.99615697,1.0,1.0131291,0.99390244,0.98018888,0.99421408,1.0027907,0.97061767,0.99656703,0.99677939,0.98146006,0.9931077,1.0106007,0.99436718,1.0130261,0.9839099,1.0177515,0.97378277
25,1.0056759,1.0131258,1.0147059,1.0010097,1.0402464,1.0235288,1.0127042,1.0132248,1.0293367,1.0145797,1.0161043,1.0050995,0.99903007,1.0083488,1.0117187,0.99103957,1.0145396,1.0401378,1.0254373,0.99475524,1.0016181,0.9851632,0.98773508,1.0203488,0.97692308
26,1.0120968,0.9980358,0.99565449,1.0100705,0.99627857,0.99540242,0.99193692,1.0108744,1.0179688,1.0005313,1.0113208,0.98623072,1.0106796,1.0137994,1.0019274,1.0034782,1.0127389,0.9954597,0.99436484,1.0017575,0.98707593,1.0040161,1.0107616,0.97435897,1.0413386
27,1.0007994,0.99882218,1.0407568,1.005982,1.0074707,1.0138565,1.00542,1.022592,1.001825,1.0026604,1.0022388,0.99926642,1.0019212,1.0054446,1.0057803,0.991684,0.99685535,1.0034226,1.0045351,1.0105263,1.0024563,1.0,1.013923,1.0321637,0.97826087
28,0.99124078,0.99212348,0.98881121,1.0009895,0.99184464,0.99544431,0.99281223,0.98895475,0.99513973,0.99893899,1.0089352,0.98602824,0.98657718,0.9900722,0.99425287,0.99370958,0.99526814,0.97613818,1.0011269,1.0138889,0.99918237,1.006,1.006462,1.0127501,0.98454106
29,1.0032116,0.98016,1.0127276,0.98415842,1.0104646,1.0114414,1.0063334,0.99521277,0.996337,1.0185865,0.98302583,1.0096978,1.0048591,0.99908842,1.0009618,1.0091432,1.0095087,1.0023246,1.0039468,0.97773973,1.0040863,1.0318091,0.99438202,1.0055944,0.96957802
30,1.0048038,1.0016168,1.0167598,1.0271646,1.0221893,1.0090495,1.0143885,1.0074824,1.0073529,1.0364964,1.0135135,1.0273252,1.0019342,1.0091241,1.0086668,1.0041812,1.0047096,1.0220693,1.016839,0.98774081,1.0105764,1.0154143,1.0169492,0.9916551,0.97165992
31,0.99203314,1.0016194,0.99450549,0.99706014,0.99710333,0.98878952,1.0008879,0.9909809,1.0,0.98390342,0.97777778,1.0416943,0.99517375,0.99457505,0.99904733,0.98334492,0.9890625,1.0,1.0844901,1.0053191,0.99114461,0.9886148,0.9952381,0.99018011,1.0072917
32,1.0048193,1.0016116,1.0027624,1.0108071,1.0137904,1.0170046,0.99291409,1.0123124,0.99878345,1.0199395,1.0106061,1.0138026,1.0096993,1.0118182,1.0057306,1.0049389,0.99684044,0.98636364,1.0290215,1.0,0.99918635,0.99808061,1.0103668,1.0014187,1.0196484
33,0.99360384,1.0523811,1.0179085,0.97181579,1.023622,0.99219817,1.0276524,1.0015873,1.0024361,1.0476182,1.0037481,1.0258701,1.0345821,0.99460916,0.99714645,1.0021079,1.0095087,1.0034581,1.0366139,0.99470899,0.99593626,0.99423077,0.97237569,1.0098987,1.0517241
34,0.98793241,1.0061256,1.0148828,1.004,0.979021,0.9898861,1.015625,0.99841526,0.9963548,0.9794266,0.99103809,0.98075755,0.98607242,0.98735321,0.98666971,0.9929923,0.99215071,0.97359178,0.98090694,0.99822695,0.98122321,0.9787234,1.023539,0.98459608,0.98649952
35,1.004886,1.0342453,1.0173355,1.0009976,1.0099977,1.0170275,1.0153846,1.0158654,1.0268293,0.99169439,1.0060286,1.0175891,1.0376648,1.0045746,1.0308848,1.0035274,1.0189873,1.0058943,1.0116788,1.0337478,1.0166389,1.0098814,1.0087232,1.0071101,1.0224829
36,0.99838185,1.0066213,0.99082361,1.0039801,1.0212164,1.0,1.0016835,1.004165,1.0023753,0.99310345,1.0007491,0.98204681,0.99455535,1.003643,0.99625169,1.0035173,1.0201863,1.0046893,1.0254953,1.0120275,0.99918298,1.0117417,1.009434,1.0367232,1.000956
37,1.0097402,0.99122807,0.98016085,1.0109003,0.9806105,0.99330374,1.0134454,0.99688803,0.98992986,1.0124016,1.0164671,0.97156612,1.0,0.99637024,0.99060749,1.0063058,0.99847793,0.99183756,1.0497169,0.99151104,0.99098969,0.98646035,1.0077882,1.0463215,1.0057307
38,0.98472414,0.98303717,1.0121436,0.99607843,0.99223051,0.98651719,0.99170813,1.0005218,0.97606226,0.99412053,0.97201767,0.97700462,0.99361314,0.99089253,0.99050933,1.0285526,1.0015244,0.9864697,0.96961291,1.0136986,1.0173567,0.99411765,1.0208655,1.0169292,0.98765432
39,1.0089809,1.0142548,1.0333355,1.011811,0.99074846,1.0136671,0.99665552,1.0140332,1.0018384,1.0,0.9969697,0.97360577,1.0128558,1.0027574,0.98850575,1.0088005,1.0091324,1.019677,0.96682023,1.0101351,0.99512592,0.99901381,1.014383,0.9910351,0.99038462
40,0.98786408,0.97411124,1.0,0.98735564,0.9762931,0.99101146,0.98406174,0.99025962,0.96940024,0.98472076,0.99848024,1.0131892,1.0018132,1.0082493,1.0116279,0.9872494,1.0,0.98713266,1.059107,0.9916388,0.99101911,0.9911155,0.99701493,1.0077519,0.97475728
41,1.0008177,0.97266511,1.0090302,0.99211824,1.0073572,1.0090701,0.9855059,0.99068322,0.9993697,0.99049129,0.98249619,0.87418438,0.98280543,1.0081818,0.94827586,1.003398,1.0090498,0.99407773,0.94959503,0.98650927,0.99011532,0.96912351,1.0127246,0.97948718,1.0258964
42,1.02455,1.0335688,1.0268563,0.99701927,1.0080362,1.0022471,1.0224913,1.0135847,0.99178674,1.0298122,1.0364059,1.0339163,1.0174954,1.0171326,1.0404073,1.0331989,1.0373692,1.0083452,1.0502354,1.0393162,1.0332779,1.0390545,0.9985218,1.0353424,1.0271845
43,1.0031974,0.96185619,1.0224159,0.99601594,1.0072452,0.99551581,1.0042315,1.0128876,0.97961783,1.010305,1.019432,0.96079626,0.99457014,1.0292553,0.95096559,0.98622847,0.98991354,1.0283687,0.91155523,1.0328947,1.0032206,1.0009891,0.9703923,0.9873578,0.97731569
44,1.0031834,1.0239517,0.99390793,1.0150016,1.0115131,1.0405395,1.0109506,0.99338397,1.0143043,1.0165129,1.0095308,1.0058298,1.0181984,1.0008613,1.002558,0.99734043,1.0101892,1.0,1.0326716,1.022293,0.99277817,1.0158103,1.0198322,1.0038392,1.0280464
45,1.0031733,0.9900319,0.99877647,1.0078818,0.99573258,1.0216445,1.0125013,1.0051224,1.0166667,0.99187693,1.0058097,1.0049695,1.0035746,0.99741824,1.0203633,1.02,0.99855908,1.0114905,0.98178181,1.0031153,1.0153584,1.0,1.0052356,0.99617551,0.99905927
46,1.0023734,1.0147185,1.0073619,0.99902092,0.98500002,1.0169488,1.0008217,0.99694266,1.0113493,0.99470212,0.97256318,1.0065898,1.0026714,0.98878343,1.0209629,0.99346405,0.997114,1.0613673,0.984375,1.068323,1.0111465,1.0175097,0.98511905,0.99231756,0.98775895
47,0.98895279,1.0061069,1.0012161,1.0068509,0.99637303,1.0062532,0.98848684,1.0158489,0.99376559,0.99370383,0.97921307,1.0032733,0.98312611,0.98516579,1.0097689,1.0138168,0.99565847,1.0010689,1.0019873,0.99854651,1.0031496,0.98661568,1.0015106,1.0,0.99904671
48,1.0135649,0.99544523,1.0024331,0.99805637,1.0247441,0.99792966,0.99667221,1.0236527,1.0163112,1.0097466,0.9969674,1.0138649,1.0081301,1.0168291,0.99710048,1.0253072,1.0101744,1.0203225,1.0069259,1.0087336,1.0188383,1.0087209,1.0,1.0193527,1.0295802
49,1.0078765,0.98018537,0.99878835,0.98052583,1.0156273,1.0124478,1.0025055,1.0078673,0.9962963,1.0202703,1.0159696,0.98793115,1.0116487,1.0095819,1.002908,1.0012658,0.9971223,1.0099555,0.98033429,1.005772,0.98844499,1.0096061,0.99019608,1.0126582,0.98053753
50,0.9960925,1.0171048,0.98663235,1.0268107,0.9874126,0.99385262,0.99666945,0.98146221,1.0068164,0.99526963,1.0142216,1.0032573,1.0079717,1.0327869,0.9845173,1.011378,0.99422799,1.0150518,1.0150468,0.97704448,1.020265,0.9923882,1.0190404,1.0225,0.99149338
51,1.0047059,1.0030581,0.99261084,1.0029029,1.0198289,1.0030911,0.99582156,1.005965,1.0129221,0.99619772,1.0066421,1.0040571,1.0184534,1.0016708,1.0117994,1.03,1.0072569,0.99795174,1.0237154,0.98384728,1.0236809,1.0038351,1.0022422,1.0256743,1.0095329
52,1.0195148,0.9977122,0.99379851,1.0356782,1.02361,1.0195284,1.0167785,1.0227268,0.99210304,1.0066794,1.0007331,0.97979108,1.0155306,1.0341952,0.9893085,1.0145631,1.0,0.99590164,0.96428726,1.0268657,1.0477612,1.0105062,1.0365399,1.0047676,0.98583569
53,0.98545297,1.0252138,0.99250938,1.0130354,1.0447762,0.9768135,0.97937426,0.9840587,0.99326296,0.99383962,1.0117216,0.99092277,0.99830076,0.97903226,1.0176817,0.99401914,0.97982709,1.0051424,0.9969954,0.98110465,1.025641,0.98109641,1.0,1.0201641,0.97318008
54,1.0271963,1.0126664,1.0163502,1.0055147,0.99091116,1.0237369,0.99578636,1.0019639,1.0209618,1.0061986,1.0007241,0.99167626,1.013617,1.0016474,1.0472956,1.0090262,1.0102941,1.0020504,1.0562249,1.002963,1.0222222,1.0,0.98345324,1.0139535,0.98425197
55,0.99243329,1.0456194,0.98267327,0.99085923,0.99082465,1.0080643,0.99069509,0.99215973,1.0241546,0.98578199,0.98769899,1.0218277,0.98404702,1.0024671,1.0258094,0.98688135,0.97525473,1.0071518,1.0332715,1.0103397,0.97146739,0.97880539,0.98098025,0.99656147,0.98
56,1.0053378,0.99366755,1.0025189,1.006459,0.99867619,1.0099997,0.99316824,0.98419778,0.9911566,0.98846154,1.0080586,1.0279402,0.98976109,1.0032814,0.99730028,0.98670696,1.0,0.99594322,1.0101211,1.0116959,0.97202797,0.98720472,1.0059657,0.99769851,0.98979592
57,1.0128861,0.99504136,1.0037709,0.99174923,1.0145717,0.98217867,0.98366159,0.99347692,0.99345533,0.99416342,0.97819767,1.0087942,0.99396552,0.98201145,1.0,0.98958874,0.98059701,0.98675687,0.98360369,0.9783237,0.99568345,1.0149551,0.98443291,0.98731075,0.99278351
58,1.0217078,1.0014258,1.0100125,1.0046226,1.0215404,0.97580708,1.0026238,0.98787955,0.98922156,0.98825832,1.0148588,0.98098262,0.98699046,1.0441299,0.97207351,1.0043327,0.99238965,0.992781,0.99537185,1.0103397,1.0,0.98231827,1.000753,1.0046729,0.96780893
59,1.0102576,1.0177671,1.0074349,0.99539872,1.0191693,0.99173245,1.0244115,1.0301633,1.0060533,1.0153473,0.98828697,1.0088814,1.0254833,0.98803828,1.0138973,1.0080089,1.0199387,1.012474,1.0083706,0.99853801,1.0025295,1.012,0.9668924,1.0,1.0236052
60,1.0028995,1.0097788,1.0135281,1.01941,0.99122158,0.99375015,0.99914758,1.0024811,1.0054161,1.0131635,1.0377778,0.99279551,1.0025707,1.0411622,1.0137156,0.99144254,0.98496241,0.98767971,1.0110701,1.0219619,0.99171114,1.0049407,1.0272374,0.99069767,0.99685535
61,1.0151844,1.0103701,0.98665243,1.0135978,1.0088562,1.0272564,1.0391823,1.0079196,1.0131658,1.0192493,1.0228408,0.98548645,1.0008547,1.0062016,1.0135214,1.0049322,1.021374,0.98336804,0.99452847,1.012894,1.0203488,1.0167158,1.0113636,1.0422535,1.0052576
62,0.9957265,1.0184816,1.0135281,0.99016243,1.0219415,1.007141,1.0098361,1.0029484,0.989368,0.9929186,0.98394976,1.0049074,1.0093937,0.99152542,1.0062349,1.0042955,1.0149477,0.98519751,0.98899086,1.0113154,1.008547,1.0241779,0.98202247,1.0,0.98012552
63,0.99356223,0.96707097,0.96359223,0.98915991,1.0134989,1.1833844,0.98944935,0.99706024,1.0125363,1.0038041,0.98652482,0.96254332,1.0186125,0.98523699,0.97612318,0.9865608,0.99852725,0.98632103,0.96845724,0.96083916,0.99435028,0.98677998,0.97787948,0.97747748,1.0437567
64,1.0036009,0.97011706,1.02267,0.98995289,0.97639227,0.9366454,0.98769354,0.98281113,0.98761887,0.99099878,1.0007189,0.98307957,1.0024917,0.99684543,1.0,0.99442626,1.0044248,1.0127826,0.96743602,0.98689956,0.97727273,0.98373206,1.0078003,1.0069124,1.0449898
65,0.98851996,1.0193421,0.98522167,0.97601476,0.97954125,0.98354413,0.97923721,0.9985,0.998208,0.97753423,0.9920977,0.99913529,0.98425849,0.98813291,0.98913043,0.95703711,0.96622614,0.9914071,1.0603943,0.99262537,0.96366279,0.98540856,0.97910217,1.0171643,1.0176125
66,1.0043541,1.0007016,1.016252,1.0094518,1.0050613,1.0009308,1.0101781,1.0210203,1.0179426,0.98777429,0.99927589,1.0163666,1.0294613,1.0064051,0.98168791,1.0091086,1.0212766,0.99782969,1.0112045,0.99851412,1.0030166,1.0078973,1.0158103,1.0,0.98365385
67,1.0036139,0.99578876,1.0073801,1.0140464,1.0188917,0.98792825,0.99076273,1.0102949,0.9794369,0.99207921,0.98550725,1.0338983,1.0547833,0.98965792,0.99253137,0.97098546,1.0267857,0.99783192,0.99953906,0.98363095,0.96541353,0.96767875,0.98210117,0.99325086,0.99511241
68,0.99784017,0.99788322,1.040291,0.99261312,0.97960443,1.005639,0.98389966,1.0033974,1.0197951,0.99800399,0.9875,0.99672131,1.0015504,1.0008039,1.0178647,1.0006651,0.9826087,1.0097915,1.0143194,1.0,1.0,1.0020243,1.0,0.993205,1.0108055
69,0.99927965,1.0332166,1.0117371,1.0223255,0.98485803,0.96822506,0.9862188,1.0328817,1.0329412,0.988,0.98883098,0.9852,0.99535604,0.98554217,1.0443211,0.98009292,1.0176991,0.99892414,0.98907107,1.0121029,0.9953271,0.97474747,1.0150555,0.98973594,1.0068027
70,0.98916969,1.0034189,0.97563991,1.0236578,1.0320318,0.97779823,0.97816457,1.0046812,0.98234715,0.96710607,0.99849398,0.99332222,0.9688958,0.97555012,0.99292098,1.0020301,0.98115942,0.96331916,0.99631677,0.9955157,1.0015649,1.0020725,1.0460578,0.98041659,0.97683398
71,1.0189757,1.0047727,1.0130777,1.0248889,1.0446927,1.0227059,1.0366086,1.0396088,0.99941936,1.0078484,1.0271493,1.010923,1.0128411,1.0267335,1.0035647,1.0371632,1.0103397,1.0324802,0.99814862,1.0045045,1.0390625,0.9958635,0.99552239,1.0176244,1.0810277
72,0.987106,1.027137,0.98122066,1.0121422,1.0778381,0.99420864,0.98363344,0.9820706,1.0319035,1.0155763,0.98678414,1.017455,0.9889065,0.98047193,1.0257334,0.99739414,0.98245614,1.0010829,1.0324089,1.0014948,0.98345865,1.0134995,1.0044978,1.0138568,1.0557587
73,0.99927547,1.002642,1.0011981,1.0051414,1.024807,1.0097085,0.99124343,1.0109532,1.0612694,0.98261759,0.99255952,1.0318641,0.98717949,0.99170124,1.0224885,1.0058775,0.98363095,0.99891831,1.0672659,1.0044776,1.0045872,0.98360656,1.0141791,0.99430706,1.0
74,0.98983181,1.0421606,1.0,0.99488492,0.9865502,1.0038461,1.0088339,1.0126406,0.97245763,0.99583767,1.0074963,1.0649222,1.0194805,1.0142259,0.9966132,1.0155844,0.99848714,0.99348896,1.041175,1.0430906,1.0243531,0.99791667,0.98969831,1.0252004,0.98961039
75,0.99119588,0.95575028,0.98207698,1.0111383,1.0065431,0.97701206,0.99299475,0.9857336,1.0239651,1.0062696,1.0238095,0.99033575,0.98726115,0.98679868,0.9736855,0.96803069,0.96818182,1.0065537,0.97175016,1.0071225,0.98662704,0.98329854,1.0022305,0.98323847,0.98687664
76,0.99333826,0.97486984,0.97810219,0.99661017,1.0249205,0.98627485,0.99647266,0.95160716,0.99893617,0.96780893,0.99418605,0.98573453,0.98709677,0.98494983,1.0034902,0.98348851,0.97965571,1.0108425,1.0141183,0.98727016,0.98192771,0.98832272,0.97848665,0.99318182,0.9929078
77,0.98286376,0.98032243,0.9863204,1.0110558,0.95930151,0.97415573,0.98230088,0.9824128,0.98242897,0.9683485,0.97587719,0.97486791,0.94934641,0.98302207,0.9791486,0.98589552,0.97603834,0.97532017,0.97379194,0.98710602,0.98312883,0.97314715,1.0113723,0.98970435,0.96607143
78,0.98407887,0.99515903,0.99117076,0.98738303,0.99944992,0.99183695,0.99459459,0.98693758,1.003252,1.0238218,0.96779026,0.991405,1.0120482,1.0008636,1.0062098,0.99795749,0.98690671,1.0,1.0235492,0.92307692,0.99687988,0.99448124,0.98725637,1.0011542,1.0184843
79,1.0146367,1.0069519,1.0038188,0.99403884,0.99338479,0.99896957,1.0027188,1.0083338,0.9989195,1.004329,1.0092879,1.0102481,1.0042517,1.0172563,1.015873,1.0068259,1.0298507,1.0220022,1.0205463,0.99056604,1.0093897,1.0377358,1.0113895,1.0923788,0.99455535
80,1.0349267,0.99585856,1.0253485,1.0017138,1.0105429,1.0082387,1.0334222,1.0233357,1.0027033,1.0387931,1.0084356,1.0085766,1.0296359,1.0296862,1.0173583,1.0149152,1.0273752,1.0269159,1.040255,1.0079365,1.027907,1.0245989,0.99324324,0.98097252,1.0155109
81,0.99779897,0.99445216,1.0012341,1.0350713,0.9873687,1.0163428,0.98164476,1.006176,1.00863,0.96524979,1.0152091,1.016245,1.0287829,1.0041186,1.0051195,1.039411,1.0141066,0.98532164,1.0410204,0.99212598,1.0135747,1.0229645,1.0445956,1.0,0.95327942
82,0.99264823,0.98256294,1.0049383,0.98842975,1.0027818,0.9949766,1.0080128,0.9938619,0.99786096,0.99892531,1.0089888,0.9984755,0.98481215,1.0008203,1.0178309,1.0192802,0.97372488,0.98829617,1.0468414,1.0,1.0267857,0.99081633,0.99782923,0.98383793,1.0103676
83,0.98740622,0.99645252,0.99262899,0.98996656,0.99168053,0.9878791,0.99469965,0.98574751,1.0101831,0.99784831,0.99406088,0.99847805,0.98701299,0.99754098,0.98248142,0.99937049,1.0015873,1.03014,0.99645,1.0206349,0.9884058,0.98970134,1.0,0.98356892,0.98973881
84,0.99700045,0.98433276,0.98886337,1.0059135,0.97259597,0.97954737,0.98490373,0.9826506,0.99522462,0.99622556,0.982823,0.99389314,0.97286184,0.99917831,1.0322636,0.97413151,0.97464342,0.9717918,0.99714897,0.97356143,1.0029326,0.98335068,0.99419869,1.013363,0.99622997
85,0.98570474,0.96526781,1.0137652,0.9840457,0.98332284,1.0062662,1.0036068,0.98626827,0.9989339,0.995671,0.9825228,0.99538926,0.99239222,0.99588816,0.99177371,0.9857513,0.97723577,0.98494285,0.9907088,0.96805112,0.99122807,0.98518519,0.9861415,1.0175824,1.0009461
86,1.0160305,1.0284833,0.99753086,0.99914812,1.039767,0.98962351,1.0224603,1.0238695,1.0245464,1.025,1.0023202,1.0378074,1.0144804,1.0099092,1.0049751,0.9934297,1.0216306,1.0327546,1.0591606,1.0214521,1.0,1.0150376,1.0044379,0.98704104,1.0132325
87,1.0,0.98250729,1.0123762,0.99658412,0.99774848,1.017821,0.98594025,0.99659932,0.99427167,1.0015915,0.9992284,0.98141381,0.98824517,1.0130826,0.98679604,0.98611217,0.98697068,1.0116228,0.9850158,1.0016155,0.9159292,0.97777778,1.0014728,1.0087527,0.98787313
88,1.0030041,1.0170635,1.0317848,1.0119966,1.0084555,1.0205968,1.0106952,0.99269079,1.0026183,0.9947062,1.0046332,1.0249988,1.0441801,1.0040355,1.0217445,1.0073765,1.0115512,1.0010499,1.0442599,1.0177419,1.0161031,1.017316,0.99191176,1.0,1.0056657
89,1.014231,1.0145879,1.0260664,0.99745843,0.98546852,0.99495633,1.0220473,1.0201274,1.0188088,0.99946695,1.019216,1.0029564,0.98616762,0.99356913,0.99509003,0.98202503,0.99510604,1.0135682,1.0410574,0.98573693,0.96513471,0.99893617,1.0029652,1.0206091,1.0309859
90,0.99409394,1.023005,1.0011566,1.0,0.98014659,0.98580159,0.99654875,0.98893191,1.0323085,1.0058581,1.0030166,0.99705232,0.99834983,1.0064725,1.0008211,0.9884735,0.99836066,1.0030912,0.96946565,1.0048232,0.99507389,0.98722045,1.0155211,0.99043402,0.99089253
91,0.98216941,1.0056219,0.9976932,1.0008503,0.96875,1.0308634,0.97489042,1.0072985,0.99304521,0.98888217,0.98571429,0.94974126,0.99338843,0.98874598,1.0041098,1.000687,1.0,1.0133453,0.94488189,0.9616,0.98679868,1.0010787,0.98981077,1.0042918,1.0064338
92,0.99848593,0.96226196,1.0057785,0.98473285,1.0579441,1.0,1.008881,0.99951739,0.99749795,1.0246253,1.0312738,0.98833057,1.0008319,1.0065041,1.017998,0.9924595,0.98850575,1.0050642,1.05,1.0066556,1.0167224,1.0043103,0.97279412,0.98290598,1.0191781
